calibration_peak_state_bytes,calibration_size,clean_marginal_attenuation_rate,clean_target_correlation_error,clean_target_scale_scatter_error,contaminated_calibration_rows,contaminated_cells,diagnostics,effective_n,elapsed_seconds,k,marginal_clipped_coordinates,marginal_lambda,marginal_retained_contamination_rate,method,n,output_bytes,p,parallel_clipped_rows,parallel_lambda,rank,residual_clipped_rows,residual_lambda,scenario,seed,spectrum,state_bytes,status,subspace_error,throughput_rows_per_second,tier,transformed_target_compression_error,transformed_target_scatter_compression_error
0,512,0.002705,3.3364686265549426,0.998192278010816,0,0,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.355450951,20,0,3.0,,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,clean,501,weak,387200,completed,0.8848975639280443,16879.966091299048,oracle_ablation,3.3424949705536746,0.998184945503622
0,512,0.002705,2.590636668738203,0.9917358514242977,0,0,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.461386322,40,0,3.0,,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,clean,501,weak,451200,completed,0.7081893204708131,13004.286676708201,oracle_ablation,2.5960937362875445,0.9916997555576605
0,512,0.0008750687947165658,5.351135238050654,0.9956160064801127,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.298855166,10,0,3.0,0.21244990892531876,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,casewise_cauchy,501,weak,355200,completed,0.9615438579359583,20076.6146368037,oracle_ablation,5.3550827306551945,0.9969017485102631
0,512,0.0008750687947165658,3.7018537474088005,0.9892568368905872,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.307125773,20,0,3.0,0.21244990892531876,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,casewise_cauchy,501,weak,387200,completed,0.9691584528319591,19535.970366120982,oracle_ablation,3.6827262953569733,0.9923942403940514
0,512,0.0008750687947165658,2.5814669916746205,0.9745990166077423,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.472901538,40,0,3.0,0.21244990892531876,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,casewise_cauchy,501,weak,451200,completed,0.9586701641047027,12687.630548581552,oracle_ablation,2.539795256863027,0.982220271379309
0,512,0.0008771084779507223,4.545852834110627,0.9988418270484519,0,110055,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.255028503,10,0,3.0,0.213157057834719,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,cellwise_cauchy,501,weak,355200,completed,0.9563178587477363,23526.782024046934,oracle_ablation,4.713888909707015,0.9992911498134025
0,512,0.0008771084779507223,3.425666413000975,0.9971399429071917,0,110055,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.312638901,20,0,3.0,0.213157057834719,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,cellwise_cauchy,501,weak,387200,completed,0.9355353207036068,19191.469714128758,oracle_ablation,3.5526657796957144,0.9982783860560202
0,512,0.0008771084779507223,2.333592603214713,0.9916078170982224,0,110055,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.361933514,40,0,3.0,0.213157057834719,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,cellwise_cauchy,501,weak,451200,completed,0.9017754072078767,16577.63033240409,oracle_ablation,2.423693116978282,0.9950337714688757
0,512,0.005941111722619703,4.5861618125641845,0.9993139026151457,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.247670628,10,0,3.0,1.0,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,bounded_out_of_subspace,501,weak,355200,completed,0.9356377677676025,24225.722882246657,oracle_ablation,4.192443931864061,0.9994013789054652
0,512,0.005941111722619703,8.561803636491897,1.0007793126179112,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.326060516,20,0,3.0,1.0,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,bounded_out_of_subspace,501,weak,387200,completed,0.9112858465336546,18401.49207149019,oracle_ablation,7.464526736763178,0.9307140554760874
0,512,0.005941111722619703,7.619672478369309,1.02973807225739,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.446686335,40,0,3.0,1.0,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,bounded_out_of_subspace,501,weak,451200,completed,0.786303218194953,13432.244351061243,oracle_ablation,6.59314999481944,0.8708023736909567
0,512,0.004397358282883875,10.95326027311012,1.0127422377757573,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.253808706,10,0,3.0,1.0,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,in_subspace_leverage,501,weak,355200,completed,0.9249394874711013,23639.851030169153,oracle_ablation,7.223500538764944,0.7801442345855913
0,512,0.004397358282883875,10.489376029899235,1.1682750640172965,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.304107735,20,0,3.0,1.0,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,in_subspace_leverage,501,weak,387200,completed,0.9037928970433197,19729.850015159926,oracle_ablation,6.884430947885487,0.6407905557548372
0,512,0.004397358282883875,9.412138196304324,1.278064203724152,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.416692058,40,0,3.0,1.0,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,in_subspace_leverage,501,weak,451200,completed,0.8009857968257248,14399.122528992382,oracle_ablation,6.100262724017402,0.5982263104090104
0,512,0.005430196294257934,4.495634405349151,0.9993071599250782,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.275244003,10,0,3.0,0.959271402550091,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,mixed,501,weak,355200,completed,0.9371519530351495,21798.84006410123,oracle_ablation,4.16104338320789,0.9992500922460847
0,512,0.005430196294257934,8.01446875733097,0.9976342444818099,0,109800,{'qualification': 'offline exact-MAD oracle ablation'},6000,0.34410323,20,0,3.0,0.959271402550091,exact_mad_fd,6000,336000,200,0,4.0,10,0,1.5,mixed,501,weak,387200,completed,0.9098681628204595,17436.627956093293,oracle_ablation,7.172406234494349,0.9537175980361458
